company	Year	FCFF	TotalDebt	Revenues	NetCapExp	EBITDA	TaxRate	NetIncome
IRCE SPA	2007	-18.8430572	41.128	145.592	-0.168	12.62	-0.08256	0.300276
ISAGRO SPA	2003	2.6711676	13.116	-16.13	-4.088	0.474	0.07962	-1.578
ISAGRO SPA	2004	4.1012496	-22.394	-16.1	-0.658	1.244	0.14872	-4.128
ISAGRO SPA	2005	4.5048076	-33.924	12.96	-5.238	0.934	0.00342	9.082
ISAGRO SPA	2006	4.4903876	-17.054	32.32	4.132	9.804	0.10662	3.662
ISAGRO SPA	2007	-15.7676124	60.256	-13.05	5.852	-12.456	-0.33838	-7.038
ISRA VISION AG	2003	-2.8493304	1.006	-15.33	1.014	-2.718	-0.01294	-0.942
ISRA VISION AG	2004	2.1008196	-0.494	-11.1	0.054	-1.238	0.01146	-0.602
ISRA VISION AG	2005	2.2873986	-0.384	2.77	-1.426	1.942	0.06046	0.108
ISRA VISION AG	2006	-3.0559364	-0.664	10.03	1.214	-4.738	-0.06654	-1.682
ISRA VISION AG	2007	1.5170486	0.536	13.63	-0.856	6.752	0.00756	3.118
IT HOLDING SPA	2003	31.0285992	-25.292	-25.588	31.054	-12.782	-0.20448	23.5899424
IT HOLDING SPA	2004	142.5740012	-43.892	-12.668	-35.596	-16.002	-0.18208	-60.0897696
IT HOLDING SPA	2005	82.1030612	85.478	28.862	25.074	-13.002	-0.20448	6.5799424
IT HOLDING SPA	2006	179.5485512	4.038	-4.848	-16.986	21.698	-0.20448	11.4399424
IT HOLDING SPA	2007	-435.2542128	-20.332	14.242	-3.546	20.088	0.79552	18.4799424
ITE GROUP PLC	2003	49.7758082	-2.662	-17.016	0.02	-6.356	-0.2498	-3.884
ITE GROUP PLC	2004	-15.9989808	-2.662	-15.196	-0.63	0.704	0.0657	1.586
ITE GROUP PLC	2005	-15.9989808	-2.662	2.604	-0.63	0.704	0.0657	1.586
ITE GROUP PLC	2006	-15.6610008	-2.662	6.424	0.93	-12.946	0.0487	-10.054
ITE GROUP PLC	2007	-2.1168458	10.648	23.184	0.31	17.894	0.0697	10.766
ITELLIGENCE AG	2003	-0.772145	5.874	18.932	-0.954	-6.64	-0.12976	-6.044
ITELLIGENCE AG	2004	5.427855	1.914	-4.018	-0.134	-6.21	-0.12976	-4.474
ITELLIGENCE AG	2005	-2.032625	-1.376	-18.568	-1.164	3.93	0.23424	2.576
ITELLIGENCE AG	2006	-2.877565	-2.806	-10.508	0.216	3.24	0.01754	3.266
ITELLIGENCE AG	2007	0.25448	-3.606	14.162	2.036	5.68	0.00774	4.676
IXOS SOFTWARE AG	2003	1.4467048	-1.08	15.746	0.392	8.622	0	8.55
IXOS SOFTWARE AG	2004	1.4467048	-1.08	15.746	0.392	8.622	0	8.55
IXOS SOFTWARE AG	2005	-0.8478032	0.72	22.966	-1.128	-9.208	0	-10.77
IXOS SOFTWARE AG	2006	-1.1978032	0.72	-77.424	1.472	1.172	0	4.44
IXOS SOFTWARE AG	2007	-0.8478032	0.72	22.966	-1.128	-9.208	0	-10.77
J&P-AVAX SA	2003	0.0143092	-56.748	112.106	-3.046	-16.01	-0.13736	-12.8272312
J&P-AVAX SA	2004	31.2046912	-55.048	-82.894	-3.046	15.75	-0.12626	17.6158118
J&P-AVAX SA	2005	8.9953492	-35.698	-80.194	-3.046	-6.93	-0.13356	-5.5963482
J&P-AVAX SA	2006	-9.3328408	52.082	24.086	5.524	4.37	0.22914	-2.9811162
J&P-AVAX SA	2007	-30.8815088	95.412	26.896	3.614	2.82	0.16804	3.7888838
JACQUES BOGART	2003	-4.99598	-3.01	-13.12	0.134	-3.176	-0.01208	-0.554
JACQUES BOGART	2004	6.250854	-4.04	-12.9	-0.716	-0.646	-0.04188	0.246
JACQUES BOGART	2005	-2.631721	0.56	4.4	-0.866	0.544	0.17192	-1.224
JACQUES BOGART	2006	-2.631721	0.56	4.4	-0.866	0.544	0.17192	-1.224
JACQUES BOGART	2007	4.008568	5.93	17.22	2.314	2.734	-0.28988	2.756
JENOPTIK AG	2003	-61.5497534	-121.898	187.494	13.662	-23.7	-0.14166	25.6288134
JENOPTIK AG	2004	-26.9551294	-62.998	585.224	-7.798	-23.95	-0.25416	-21.3411866
JENOPTIK AG	2005	27.7138566	91.402	1125.974	-5.628	49.96	0.23684	1.7188134
JENOPTIK AG	2006	19.8486176	59.642	-986.856	-3.808	-0.34	0.25874	-6.6052536
JENOPTIK AG	2007	40.9424086	33.852	-911.836	3.572	-1.97	-0.09976	0.5988134
JERONIMO MARTINS	2003	41.9748162	159.728	83.952	-75.882	-39.594	-0.13544	-55.324
JERONIMO MARTINS	2004	48.1325782	65.178	-390.508	-72.282	-19.284	0.06426	-22.244
JERONIMO MARTINS	2005	18.3834492	-23.582	-313.198	-37.062	0.396	-0.00954	12.026
JERONIMO MARTINS	2006	17.2773282	-75.732	20.372	27.258	26.056	0.01316	29.886
JERONIMO MARTINS	2007	-125.7681718	-125.592	599.382	157.968	32.426	0.06756	35.656
JET MULTIMEDIA	2003	-10.842255	-2.36	-67.426	0.17	-9.352	0.69738	-4.42
JET MULTIMEDIA	2004	1.925995	-2.6	-55.846	-2.99	-0.162	-0.36482	1.2
JET MULTIMEDIA	2005	4.095445	-2.74	-31.706	-2.89	0.758	-0.36482	1.56
JET MULTIMEDIA	2006	-4.93485	10.33	60.884	5.06	6.198	-0.06432	2.85
JET MULTIMEDIA	2007	9.755665	-2.63	94.094	0.65	2.558	0.09658	-1.19
JEUDAN A/S	2003	111.6568794	-953.03	-59.638	-124.704	-43.466	-0.15994	-56.23
JEUDAN A/S	2004	156.0868794	-664.64	-47.558	-165.284	-25.686	-0.15994	-177.35
JEUDAN A/S	2005	-984.4518776	403.15	-11.658	993.416	0.264	0.08816	-200.49
JEUDAN A/S	2006	294.3658394	493.1	29.032	-292.404	31.444	0.11206	360.19
JEUDAN A/S	2007	422.3422794	721.42	89.822	-411.024	37.444	0.11966	73.88
JJB SPORTS PLC	2003	38.9989614	72.576	127.296	0.16	28.326	0.06256	28.284
JJB SPORTS PLC	2004	-16.3544946	59.496	-35.214	-15.45	26.076	0.04316	22.744
JJB SPORTS PLC	2005	7.1656604	-2.734	-33.644	-4.94	-0.174	0.04766	-2.136
JJB SPORTS PLC	2006	-29.5684066	-134.464	-61.744	17.92	-33.514	-0.18924	-22.236
JJB SPORTS PLC	2007	-0.2417206	5.126	3.306	2.31	-20.714	0.03586	-26.656
JM AB	2003	-1076.67576	2165.8	-533	21.6	-368	0.07476	-419
JM AB	2004	-570.31126	736.8	-1618	-55.4	-553	0.06186	-485
JM AB	2005	-599.26886	-309.2	-991	-6.4	-230	0.03356	-296
JM AB	2006	2193.06874	-1066.2	482	19.6	212	-0.08574	304
JM AB	2007	53.18714	-1527.2	2660	20.6	939	-0.08444	896
JOLLY HOTELS	2003	-64.369593	4.568	-9.374	25.382	-0.182	0.06334	2.64
JOLLY HOTELS	2004	-63.916633	7.718	-15.044	18.652	-9.302	0.38624	-1.31
JOLLY HOTELS	2005	5.375159	10.258	-3.074	-16.448	-7.802	-0.61376	-7.23
JOLLY HOTELS	2006	55.627705	-4.022	0.996	-17.568	12.028	0.13884	1.87
JOLLY HOTELS	2007	67.283362	-18.522	26.496	-10.018	5.258	0.02534	4.03
JUMBO SA	2003	-0.0652124	-23.948	-115.496	-15.058	-37.28	-0.026	-22.5094776
JUMBO SA	2004	4.3903116	-5.978	-42.946	-15.058	-29.16	0.024	-18.7997906
JUMBO SA	2005	1.2341086	4.292	-2.316	4.492	-3.87	0.0398	-3.4869106
JUMBO SA	2006	-15.0716244	-0.368	49.694	8.062	23.8	-0.0048	13.1630894
JUMBO SA	2007	9.5124166	26.002	111.064	17.562	46.51	-0.033	31.6330894
JYSKE BANK-REG	2003	-809.7094994	22947.45	209.734	4.622	-833.25	0.21582	-893.648
JYSKE BANK-REG	2004	78.2337986	-15924.63	-266.656	-309.588	-36.76	-0.02198	-121.088
JYSKE BANK-REG	2005	130.7131666	-11494.68	-1064.056	-207.348	138.05	-0.02878	25.962
JYSKE BANK-REG	2006	419.4209056	-3120.76	-396.906	-65.108	280.39	-0.09368	287.002
JYSKE BANK-REG	2007	181.3416286	7592.62	1517.884	577.422	451.57	-0.07138	701.772
K+S AG	2003	-22.36402	-58.218	-321.728	21.23	-43.212	-0.08218	-54.376
K+S AG	2004	54.191677	-86.548	-292.458	15.66	-66.792	-0.07808	-56.876
K+S AG	2005	-4.931173	-43.538	1.292	-2.13	2.988	-0.03228	-17.636
K+S AG	2006	-19.232245	-76.458	235.452	-33.03	41.158	0.15732	16.274
K+S AG	2007	-7.664239	264.762	377.442	-1.73	65.858	0.03522	112.614
KAMPA AG	2003	-11.3610638	1.23	-20.898	2.76	-5.788	-0.11186	-5.534
KAMPA AG	2004	-6.2019278	1.02	-14.948	-3.79	1.482	-0.08146	0.976
KAMPA AG	2005	-8.2645998	-0.76	-14.818	-0.4	-0.558	0.39534	-1.164
KAMPA AG	2006	-5.8270678	-0.63	9.282	5.82	-0.198	-0.09016	0.256
KAMPA AG	2007	31.6546592	-0.86	41.382	-4.39	5.062	-0.11186	5.466
KARO BIO AB	2003	23.802	0	98.208	-181.434	59.092	0	-124.834
KARO BIO AB	2004	-20.468	0	5.538	-33.684	-12.878	0	-46.824
KARO BIO AB	2005	-2.778	0	-40.592	67.766	-8.768	0	59.686
KARO BIO AB	2006	10.622	0	-27.632	73.166	-6.238	0	67.556
KARO BIO AB	2007	-11.178	0	-35.522	74.186	-31.208	0	44.416
KELDA GROUP PLC	2003	-57.505138	45.28	-74.8	26.26	-45.5	0.0028	57.76
KELDA GROUP PLC	2004	32.271602	-15.32	-33.4	-25.64	-18.7	-0.0925	73.66
KELDA GROUP PLC	2005	32.798012	-52.92	7.4	-7.94	17.7	-0.0383	-36.14
KELDA GROUP PLC	2006	20.797322	-57.52	23.8	-29.24	27	0.0565	-36.24
KELDA GROUP PLC	2007	-28.361798	80.48	77	36.56	19.5	0.0715	-59.04
KELLER GROUP PLC	2003	-6.5634996	8.38	-154.144	-0.506	-16.896	-0.12206	0.81
KELLER GROUP PLC	2004	-15.6791636	6.35	-97.614	-3.076	-16.366	0.20974	-11.47
KELLER GROUP PLC	2005	-15.6791636	6.35	-69.254	-3.076	-16.366	0.20974	-11.47
KELLER GROUP PLC	2006	16.6660704	-9.06	65.926	-1.526	5.024	-0.10586	-3.14
KELLER GROUP PLC	2007	21.2557564	-12.02	255.086	8.184	44.604	-0.19156	25.27
KEMIRA OYJ	2003	78.368868	78.08	132.14	3.08	3.8	0.01342	-64.42
KEMIRA OYJ	2004	51.350888	67.98	258.04	-21.82	11.8	0.02032	0.98
KEMIRA OYJ	2005	-275.420382	-184.42	53.24	-6.22	2.2	0.02752	3.58
KEMIRA OYJ	2006	25.460688	-94.62	-485.76	-10.62	-57.2	-0.00238	15.88
KEMIRA OYJ	2007	120.239938	132.98	42.34	35.58	39.4	-0.05888	43.98
KIER GROUP PLC	2003	-12.630638	-4.42	-238.98	-3.84	-21.42	-0.00324	-10.8
KIER GROUP PLC	2004	-77.368218	-1.12	-212.58	5.16	-14.72	-0.00144	-4.5
KIER GROUP PLC	2005	5.320222	15.08	-83.68	-0.54	-0.12	0.05016	4.7
KIER GROUP PLC	2006	45.644542	-4.82	126.52	2.16	7.88	-0.02294	-1
KIER GROUP PLC	2007	39.034092	-4.72	408.72	-2.94	28.38	-0.02254	11.6
KINEPOLIS	2003	30.0610562	39.126	-2.048	-18.98	-2.152	-0.38734	-7.936
KINEPOLIS	2004	10.0891802	-5.464	-5.598	-0.4	-1.132	0.25356	-2.306
KINEPOLIS	2005	10.0891802	-5.464	-2.238	-0.4	-1.132	0.25356	-2.306
KINEPOLIS	2006	-26.0334788	-1.164	-4.248	12.77	-0.782	0.00616	2.984
KINEPOLIS	2007	-24.2059378	-27.034	14.132	7.01	5.198	-0.12594	9.564
KINGFISHER PLC	2003	29.655934	689.58	2302.22	6.7	117.4	0.12886	219.92
KINGFISHER PLC	2004	104.379114	-469.22	-1373.08	-26.2	2	-0.12854	156.22
KINGFISHER PLC	2005	-53.629586	-524.62	-767.98	14.6	74.3	-0.01634	28.52
KINGFISHER PLC	2006	-172.437616	121.28	-413.48	13.4	-67	0.08376	-300.98
KINGFISHER PLC	2007	92.032154	182.98	252.32	-8.5	-126.7	-0.06774	-103.68
KITRON ASA	2003	147.7300572	-27.97	219.56	-21.068	-17.922	0.19992	-33.72124
KITRON ASA	2004	125.2562312	-83.51	56.65	-7.078	35.498	-0.07068	23.28781
KITRON ASA	2005	-90.9999428	-87.98	-16.67	-3.798	-41.882	-0.07068	-34.23219
KITRON ASA	2006	-94.7899428	-34.45	-188.38	5.332	-32.612	-0.07068	-22.19219
KITRON ASA	2007	-87.1964028	233.91	-71.16	26.612	56.918	0.01212	66.85781
KOMPLETT ASA	2003	-8.469242	0	-456.636	3.968	-0.954	-0.03038	3.288
KOMPLETT ASA	2004	-32.133216	0	-88.956	5.238	1.716	-0.05178	10.528
KOMPLETT ASA	2005	64.167744	0	-27.196	-2.272	-18.854	0.09132	-22.262
KOMPLETT ASA	2006	-2.715956	0	152.184	-5.072	-3.024	-0.00378	-4.152
KOMPLETT ASA	2007	-20.84933	0	420.604	-1.862	21.116	-0.00538	12.598
KONTRON AG	2003	6.1867052	-9.85	-67.72	1.242	-14.17	0.46726	-11.9
KONTRON AG	2004	33.9266132	7.41	-53.02	-30.218	19.93	-0.29334	-1.98
KONTRON AG	2005	-12.8053348	4.47	-20.13	6.092	-8.04	-0.02614	0.98
KONTRON AG	2006	-22.8201068	0.98	18.14	13.362	-5.25	-0.05584	2.38
KONTRON AG	2007	-4.4878768	-3.01	122.73	9.522	7.53	-0.09194	10.52
KRONES AG	2003	-43.6535658	-16.998	-269.164	21.116	-18.098	0.06736	-6.284
KRONES AG	2004	36.0282932	-11.868	-138.834	-4.824	-24.208	0.07806	-4.954
KRONES AG	2005	15.7667682	-16.918	-49.724	-18.864	-8.168	-0.01854	-2.134
KRONES AG	2006	25.2632042	23.942	120.946	-1.174	15.872	-0.05764	-0.344
KRONES AG	2007	-33.4046998	21.842	336.776	3.746	34.602	-0.06924	13.716
KSB AG	2003	41.0376646	-18.452	-144.374	-1.992	-13.09	0.07712	-4.496
KSB AG	2004	-34.3271634	37.648	-146.454	3.078	-10.76	0.02452	-7.396
KSB AG	2005	6.2224506	29.478	-57.784	-8.092	-18.92	-0.01258	-11.466
KSB AG	2006	-5.6153114	18.328	65.766	2.148	-6.31	-0.04808	-6.476
KSB AG	2007	-7.3176404	-67.002	282.846	4.858	49.08	-0.04098	29.834
KUNGSLEDEN AB	2003	2824.830638	-3853.02	-3528.78	-3139.08	-302.06	-0.01224	-1188.72
KUNGSLEDEN AB	2004	1057.020638	-1808.62	-2988.88	-1157.57	-272.77	-0.01224	-765.22
KUNGSLEDEN AB	2005	2014.592548	-1828.22	-1464.48	-1885.08	-196.66	-0.01224	-582.12
KUNGSLEDEN AB	2006	-3532.994362	6136.68	-937.18	3831.62	122.44	0.04876	476.38
KUNGSLEDEN AB	2007	-2363.449462	1353.18	8919.32	2350.11	649.05	-0.01204	2059.68
KWS SAAT AG	2003	-4.2231734	13.008	-56.962	-6.538	-1.282	0.06212	-2.576
KWS SAAT AG	2004	0.9018776	-7.622	-37.532	0.592	-0.352	0.03012	-3.536
KWS SAAT AG	2005	-33.7714054	10.848	14.088	3.502	0.868	-0.04768	2.934
KWS SAAT AG	2006	18.1198896	-6.642	23.718	-2.608	-6.272	-0.01368	-3.216
KWS SAAT AG	2007	18.9728116	-9.592	56.688	5.052	7.038	-0.03088	6.394
L'OREAL	2003	-236.89638	-104.44	-346.72	47.2	-460.52	0.05058	-808.18
L'OREAL	2004	-238.86663	-809.34	-605.62	-79.1	-273.52	0.03518	-594.08
L'OREAL	2005	-347.30272	-575.84	-100.82	-35.4	-93.12	0.06458	1540.12
L'OREAL	2006	355.22632	129.76	-102.22	-16.2	310.58	-0.08972	-113.28
L'OREAL	2007	467.83941	1359.86	1155.38	83.5	516.58	-0.06062	-24.58
LA DORIA SPA	2003	7.9373828	-39.44	-42.606	-7.256	-9.012	0.25402	-2.958896
LA DORIA SPA	2004	11.6260078	-38.1	-45.436	-8.516	4.878	-0.16798	2.468654
LA DORIA SPA	2005	-46.2864252	12.62	23.164	20.064	2.508	-0.10488	-1.261346
LA DORIA SPA	2006	16.8751718	25.44	32.044	-4.056	4.238	-0.29678	4.128654
LA DORIA SPA	2007	9.8478628	39.48	32.834	-0.236	-2.612	0.31562	-2.377066
LAFARGE SA	2003	-88.06852	1707.6	-506.4	-221	-30.2	0.10494	-448
LAFARGE SA	2004	656.79408	-922.4	-1458.4	-400	-189.2	0.03014	-176
LAFARGE SA	2005	-101.08432	-1465.4	-680.4	-147	-272.2	-0.09656	-36
LAFARGE SA	2006	-232.93192	-787.4	852.6	238	78.8	-0.04626	192
LAFARGE SA	2007	-234.70932	1467.6	1792.6	530	412.8	0.00774	468
LAFUMA SA	2003	-2.3422324	-13.774	-34.064	0.7	0.736	0.031	0.67
LAFUMA SA	2004	-1.2900264	-14.514	-30.534	0.04	4.016	0.0687	1.87
LAFUMA SA	2005	13.6209316	-17.394	-8.034	-1.98	5.446	0.0069	2.39
LAFUMA SA	2006	-9.1107284	28.406	32.566	0.65	-9.624	-0.0946	-3.65
LAFUMA SA	2007	-0.8779444	17.276	40.066	0.59	-0.574	-0.012	-1.28
LAIRD GROUP PLC	2003	0.251962	-2.9	-41.26	-13.62	-12.92	0.17994	-7.52
LAIRD GROUP PLC	2004	14.666042	-42.7	-36.76	-4.02	-14.92	-0.24346	-2.32
LAIRD GROUP PLC	2005	-22.020248	0.7	-89.46	1.58	-8.12	0.04404	5.18
LAIRD GROUP PLC	2006	2.279642	31.9	24.74	7.08	8.68	0.01894	-12.92
LAIRD GROUP PLC	2007	4.822602	13	142.74	8.98	27.28	0.00054	17.58
LAMPSA HOTEL CO	2003	-5.3135582	-6.948	-11.98	0.478	-4.46	0.55676	-2.761472
LAMPSA HOTEL CO	2004	-5.3135582	-6.948	-11.98	0.478	-4.46	0.49826	-2.642132
LAMPSA HOTEL CO	2005	-1.0736332	-6.948	2.88	0.478	-2.39	-0.50174	1.477868
LAMPSA HOTEL CO	2006	6.3384668	-6.948	3.38	-1.532	1.83	-0.28394	0.797868
LAMPSA HOTEL CO	2007	5.3622828	27.792	17.7	0.098	9.48	-0.26934	3.127868
LANNEN TEHTAAT	2003	-64.6115382	15.542	-134.766	41.16	-12.722	4.84072	-5.484
LANNEN TEHTAAT	2004	18.7782858	4.532	73.824	-5.87	1.458	-1.14788	-1.174
LANNEN TEHTAAT	2005	33.2203288	-18.518	55.614	-8.65	-1.012	-1.27368	-1.934
LANNEN TEHTAAT	2006	15.9124618	-5.878	14.814	-14.87	8.388	-1.22158	3.396
LANNEN TEHTAAT	2007	-3.2995382	4.322	-9.486	-11.77	3.888	-1.19758	5.196
LATCHWAYS PLC	2003	-1.836188	1.198	-5.612	0.088	-2.088	-0.01248	-1.202
LATCHWAYS PLC	2004	-0.657132	1.118	-4.602	-0.022	-1.488	0.00482	-0.672
LATCHWAYS PLC	2005	-0.853749	-0.122	-1.682	-0.232	-0.418	0.03282	0.238
LATCHWAYS PLC	2006	2.178235	-0.772	4.018	-0.102	1.152	-0.00478	0.188
LATCHWAYS PLC	2007	1.168834	-1.422	7.878	0.268	2.842	-0.02038	1.448
LATECOERE	2003	34.4950542	-99.13	-114.074	-1.048	-13.888	-0.17338	-3.886
LATECOERE	2004	18.8474762	-66.65	-86.624	-9.388	-10.508	0.06422	-2.986
LATECOERE	2005	7.6902452	-8.82	-22.264	-3.678	-7.208	0.03752	1.064
LATECOERE	2006	-33.0739938	57.83	72.836	4.172	17.132	0.02842	3.524
LATECOERE	2007	-27.9587818	116.77	150.126	9.942	14.472	0.04322	2.284
LECTRA	2003	6.9131286	-6.416	-16	-4.28	-0.788	0.1941	-3.806
LECTRA	2004	1.3043886	-7.026	-16.45	-4.54	3.512	0.0865	0.094
LECTRA	2005	3.1656816	17.284	7.37	-3.66	2.172	-0.0218	-1.246
LECTRA	2006	-0.9285364	4.884	10.09	0.95	-2.048	-0.1946	0.174
LECTRA	2007	-10.4546624	-8.726	14.99	11.53	-2.848	-0.0642	4.784
LEDSTIERNAN AB	2003	-125.702	-9	-21.278	-0.54	-56.246	-0.1016	-57.382
LEDSTIERNAN AB	2004	128.128	-9	-20.908	0.34	-51.116	-0.1016	-52.212
LEDSTIERNAN AB	2005	-32.762	-9	-35.188	-0.06	21.424	-0.1016	20.758
LEDSTIERNAN AB	2006	-17.682	-9	-11.938	0.22	4.844	-0.1016	4.268
LEDSTIERNAN AB	2007	48.018	36	89.312	0.04	81.094	0.4064	84.568
LEIFHEIT AG	2003	10.3995684	-0.63	39.148	1.218	14.972	-0.08236	7.177718
LEIFHEIT AG	2004	-3.2855796	0.7	19.088	-0.702	3.432	0.05544	-0.292282
LEIFHEIT AG	2005	-9.6864166	1.12	1.208	-0.362	3.732	0.11414	0.429128
LEIFHEIT AG	2006	2.6066434	-0.58	-19.922	0.988	-11.828	0.33514	-5.772282
LEIFHEIT AG	2007	-0.0342156	-0.61	-39.522	-1.142	-10.308	-0.42236	-1.542282
LENZING AG	2003	53.2641378	-91.464	-206.79	-44.402	-23.576	0.0977	-15.25
LENZING AG	2004	-52.1802282	-16.094	-210.4	45.568	-28.456	-0.0077	-3.83
LENZING AG	2005	-52.3347822	29.766	38.72	28.228	21.624	0.0247	4.87
LENZING AG	2006	20.4840068	44.496	110.28	-23.992	0.354	0.0082	-6.4
LENZING AG	2007	30.7668658	33.296	268.19	-5.402	30.054	-0.1229	20.61
LEONI AG	2003	-16.7154634	-63.042	-305.536	-0.12	-21.744	0.05166	0.104
LEONI AG	2004	-38.4499254	-2.152	-339.586	20.72	-33.824	-0.02544	-26.126
LEONI AG	2005	4.8798776	-28.192	-172.196	5.35	-30.614	-0.04834	-14.106
LEONI AG	2006	-8.3911824	1.168	128.524	-16.81	15.006	0.03546	8.924
LEONI AG	2007	58.6766936	92.218	688.794	-9.14	71.176	-0.01334	31.204
LINCAT GROUP PLC	2003	0.6412724	0.66	-1.562	-0.71	-0.52	-0.00192	0.216
LINCAT GROUP PLC	2004	-0.7940066	-0.03	-0.182	-0.57	-0.93	0.00178	-0.134
LINCAT GROUP PLC	2005	-0.8579526	-0.19	2.238	0.86	0.08	0.00158	0.266
LINCAT GROUP PLC	2006	0.1052034	-0.13	-0.982	0.75	0.95	-0.00122	0.706
LINCAT GROUP PLC	2007	0.9054834	-0.31	0.488	-0.33	0.42	-0.00022	-1.054
LINDE AG	2003	-79.05038	-988.8	-224.6	-37.4	-86.6	-0.10798	-352.2
LINDE AG	2004	153.19162	-1283.8	41.4	-220.4	-141.6	0.18922	-484.2
LINDE AG	2005	146.27122	-1727.8	470.4	-108.4	-14.6	0.03042	-318.2
LINDE AG	2006	-209.05038	-1858.8	550.4	309.6	-31.6	-0.07738	-91.2
LINDE AG	2007	-11.36208	5859.2	-837.6	56.6	274.4	-0.03428	1245.8
LINDEX AB	2003	-145.7113516	-88.332	79.23	50.244	-114.022	-0.04406	-81.464
LINDEX AB	2004	-295.4658936	-105.202	121.9	-51.766	-318.082	0.60234	-258.854
LINDEX AB	2005	104.3622844	-105.202	-31.03	-67.296	60.108	-0.18796	50.146
LINDEX AB	2006	241.5605684	38.448	-21.05	-10.976	186.138	-0.23806	245.646
LINDEX AB	2007	95.2543924	260.288	-149.05	79.794	185.858	-0.13226	44.526
LISI	2003	20.7222826	-11.742	-66.726	-10.422	-11.164	0.03474	-13.41
LISI	2004	14.1505646	-44.922	-78.386	-10.442	-7.694	0.02034	-4.79
LISI	2005	16.8773656	-21.992	-43.416	-9.352	5.106	0.02104	-1.36
LISI	2006	-25.8751064	39.328	33.214	15.108	6.876	-0.03806	9.78
LISI	2007	-25.8751064	39.328	155.314	15.108	6.876	-0.03806	9.78
LOCINDUS	2003	19.9895908	-66.168	7.426	-4.708	1.42	-0.16026	-15.049208
LOCINDUS	2004	24.7795908	80.982	19.036	-4.708	6.21	-0.16026	-16.399208
LOCINDUS	2005	17.2721908	-53.718	21.656	-4.708	7.27	0.10174	-8.823168
LOCINDUS	2006	-4.5732992	-34.928	-24.684	19.202	-5.28	0.14344	19.270792
LOCINDUS	2007	-57.4680732	73.832	-23.434	-5.078	-9.62	0.07534	21.000792
LOEWE AG	2003	-8.2187948	-6.156	57.386	7.636	22.096	0.12512	15.9646784
LOEWE AG	2004	-14.6506288	11.124	-29.864	-0.444	-28.114	-0.10858	-24.1554416
LOEWE AG	2005	-0.5006288	15.144	-50.974	-6.224	-17.984	0.05542	-12.8301216
LOEWE AG	2006	25.9815252	-9.116	0.306	-4.294	8.496	-0.13718	9.4162064
LOEWE AG	2007	-2.6114728	-10.996	23.146	3.326	15.506	0.06522	11.6046784
LOGICACMG PLC	2003	-11.76581	-337.24	-691.02	-7.2	-23.06	-0.23454	-4.54
LOGICACMG PLC	2004	14.731125	-25.84	-86.72	-4.6	-40.31	-0.23454	7.66
LOGICACMG PLC	2005	-58.610035	-36.84	-134.92	5	-24.41	0.28586	7.76
LOGICACMG PLC	2006	4.878335	3.46	40.78	23.8	-6.81	0.10636	-13.14
LOGICACMG PLC	2007	50.766385	396.46	871.88	-17	94.59	0.07686	2.26
LONMIN PLC	2003	-204.42848	-193.6	-567.6	-11.6	-240.4	0.20404	19.6
LONMIN PLC	2004	-59.12228	-160.6	-316.6	7.4	-231.4	-0.03516	25.6
LONMIN PLC	2005	-87.91988	143.4	-218.6	-5.6	-163.4	-0.05956	-115.4
LONMIN PLC	2006	140.98622	65.4	508.4	-46.6	331.6	-0.10576	34.6
LONMIN PLC	2007	210.48442	145.4	594.4	56.4	303.6	-0.00356	35.6
LOOKERS PLC	2003	-10.4616636	-31.996	-304.132	-2.68	-9.942	-0.01964	-0.324
LOOKERS PLC	2004	-16.8803516	-2.296	-133.032	-3.36	-6.332	-0.01984	1.616
LOOKERS PLC	2005	3.7923784	-1.276	-32.172	-2.92	-1.862	-0.02334	3.396
LOOKERS PLC	2006	10.0790684	12.284	137.118	4.88	3.668	0.01886	-3.844
LOOKERS PLC	2007	13.4705684	23.284	332.218	4.08	14.468	0.04396	-0.844
LOTTOMATICA SPA	2003	-142.5335068	-643.44	74.412	-50.12	-83.492	0.1789	-33.1185336
LOTTOMATICA SPA	2004	327.4727012	-464.43	175.592	-44.35	-39.642	-0.5183	-30.7785336
LOTTOMATICA SPA	2005	49.9563332	-465.32	-195.498	9.84	-15.642	-0.0175	28.3514664
LOTTOMATICA SPA	2006	-58.0515448	-463.06	-212.118	79.62	21.148	-0.1004	72.4614664
LOTTOMATICA SPA	2007	-176.8439828	2036.25	157.612	5.01	117.628	0.4573	-36.9158656
LUXEMPART SA	2003	-23.7553434	-1.81	-27.402	-0.006	-27.816	-0.0181	-29.452
LUXEMPART SA	2004	-23.7553434	-1.81	-27.402	-0.006	-27.816	-0.0181	-29.452
LUXEMPART SA	2005	-23.7553434	-1.81	-27.402	-0.006	-27.816	-0.0181	-29.452
LUXEMPART SA	2006	29.1679156	1.77	42.208	0.004	43.744	0.0182	44.628
LUXEMPART SA	2007	42.0981146	3.66	39.998	0.014	39.704	0.0361	43.728
MACRO 4 PLC	2003	-0.1453852	3.882	0.64	-1.11	-2.626	-0.123	-3.3284928
MACRO 4 PLC	2004	1.1501748	2.612	-0.51	0.35	-0.866	0.3478	0.2446232
MACRO 4 PLC	2005	0.3636488	0.522	1.35	0.49	-0.106	-0.0927	-0.3053768
MACRO 4 PLC	2006	0.8488868	-3.508	-0.01	0.04	2.324	-0.0107	1.8846232
